cc_Label, uc_Label, cc_Rank_tfidf, uc_Rank_tfidf, cc_avgIdf, cc_maxIdf, cc_devIdf, cc_avgIctf, cc_maxIctf, cc_devIctf, cc_avgEntropy, cc_medEntropy, cc_maxEntropy, cc_devEntropy, cc_qs, cc_scs, cc_avgVar, cc_maxVar, cc_sumVar, cc_cs, uc_avgIdf, uc_maxIdf, uc_devIdf, uc_avgIctf, uc_maxIctf, uc_devIctf, uc_avgEntropy, uc_medEntropy, uc_maxEntropy, uc_devEntropy, uc_qs, uc_scs, uc_avgVar, uc_maxVar, uc_sumVar, uc_cs, IsLinkValid
ea140, ea117,35,44,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,3.064574,4.007333,1.106374,2.601245,4.007333,1.916244,0.6367,0.643075,0.643075,0.380187,0.963636,-7.609343,0.001923,0.019963,0.234574,0.393679, false
ea140, ea118,39,86,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.541012,4.007333,1.251569,1.824137,4.007333,2.15584,0.595061,0.625394,0.625394,0.329222,0.963636,-9.610767,0.002254,0.030011,0.189297,0.376736, false
ea140, ea119,24,72,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.649367,4.007333,1.310363,1.92172,4.007333,2.212273,0.650485,0.643075,0.643075,0.331864,0.981818,-6.793648,0.00274,0.032073,0.17812,0.366444, false
ea140, ea12,33,93,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.352762,4.007333,1.06935,1.4251,4.007333,1.907946,0.547368,0.430159,0.430159,0.288885,0.890909,-7.023203,0.003039,0.011407,0.154986,0.337143, false
ea140, ea120,23,69,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.690637,4.007333,1.225175,2.014605,4.007333,2.046427,0.561365,0.625394,0.625394,0.372292,0.945455,-9.369782,0.002337,0.032073,0.214974,0.430731, false
ea140, ea121,21,33,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.59657,4.007333,1.282084,1.939201,4.007333,2.065241,0.640475,0.625394,0.625394,0.329287,0.981818,-9.326646,0.002208,0.030011,0.205366,0.410574, false
ea140, ea122,28,9,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.521226,4.007333,1.336209,1.793715,4.007333,2.16923,0.660161,0.748307,0.748307,0.318769,0.963636,-10.46087,0.002212,0.030011,0.227883,0.416925, false
ea140, ea123,32,63,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.70253,4.007333,1.288717,2.126834,4.007333,2.047436,0.652451,0.757617,0.757617,0.341977,0.963636,-8.686709,0.001999,0.030011,0.183903,0.416925, false
ea140, ea124,33,46,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.834845,4.007333,1.284767,2.15219,4.007333,2.260399,0.665319,0.711552,0.711552,0.352,0.927273,-4.864666,0.00179,0.011407,0.080557,0.413098, false
ea140, ea125,31,55,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.477606,4.007333,1.32943,1.750746,4.007333,2.124563,0.60993,0.625394,0.625394,0.345235,0.963636,-12.943446,0.001848,0.030011,0.223554,0.413491, false
ea140, ea126,45,61,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.764263,4.007333,1.283135,2.094239,4.007333,2.146115,0.627219,0.721753,0.721753,0.36767,0.981818,-7.407202,0.002039,0.032073,0.146822,0.371037, false
ea140, ea127,42,107,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.511819,4.007333,1.210356,1.797807,4.007333,1.984271,0.519758,0.582199,0.582199,0.357582,0.927273,-6.944873,0.002302,0.011407,0.138138,0.392039, false
ea140, ea128,45,97,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.617994,4.007333,1.173531,1.735669,4.007333,2.22107,0.552143,0.508235,0.508235,0.342753,0.963636,-10.389167,0.002883,0.019963,0.247921,0.33234, false
ea140, ea129,43,84,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.462529,4.007333,1.136977,1.377931,4.007333,2.242794,0.54814,0.508235,0.508235,0.315205,0.927273,-9.587549,0.003117,0.008447,0.152728,0.336294, false
ea140, ea13,34,92,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.268428,4.007333,1.155125,1.321981,4.007333,2.06657,0.567315,0.582287,0.582287,0.28655,0.927273,-7.769694,0.002836,0.011407,0.144633,0.33851, false
ea140, ea130,48,133,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.453006,4.007333,1.130531,1.30043,4.007333,2.297097,0.565626,0.508235,0.508235,0.304845,0.909091,-10.059505,0.003319,0.008447,0.142702,0.3406, false
ea140, ea131,45,96,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.641233,4.007333,1.159842,1.809468,4.007333,2.181216,0.546464,0.432424,0.432424,0.346442,0.963636,-10.015338,0.002674,0.019963,0.256718,0.334075, false
ea140, ea132,43,83,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.462529,4.007333,1.136977,1.377931,4.007333,2.242794,0.54814,0.508235,0.508235,0.315205,0.927273,-9.587549,0.003117,0.008447,0.152728,0.336294, false
ea140, ea133,48,132,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.453006,4.007333,1.130531,1.30043,4.007333,2.297097,0.565626,0.508235,0.508235,0.304845,0.909091,-10.059505,0.003319,0.008447,0.142702,0.3406, false
ea140, ea134,32,62,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.71905,4.007333,1.302991,2.146309,4.007333,2.076434,0.673675,0.757617,0.757617,0.333535,0.981818,-8.650665,0.001971,0.030011,0.181352,0.407574, false
ea140, ea135,30,8,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.51895,4.007333,1.336773,1.792483,4.007333,2.173557,0.654735,0.748307,0.748307,0.322872,0.963636,-10.404151,0.002122,0.030011,0.220706,0.413925, false
ea140, ea136,33,45,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.834845,4.007333,1.284767,2.15219,4.007333,2.260399,0.665319,0.711552,0.711552,0.352,0.927273,-4.864666,0.00179,0.011407,0.080557,0.413098, false
ea140, ea137,12,7,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.723693,4.007333,1.262614,2.101042,4.007333,2.118126,0.665259,0.643075,0.643075,0.323111,0.927273,-5.442326,0.001934,0.011407,0.094747,0.392412, false
ea140, ea138,54,137,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,3.064801,4.007333,1.079473,2.596934,4.007333,1.813767,0.649292,0.691879,0.691879,0.364254,0.781818,-1.916872,0.001324,0.007288,0.050317,0.353488, true
ea140, ea139,41,131,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,3.00675,4.007333,1.059329,2.568522,4.007333,1.731155,0.601724,0.625394,0.625394,0.377856,0.872727,-1.759661,0.00143,0.007288,0.051482,0.404292, false
ea140, ea14,32,91,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.336384,4.007333,1.081816,1.396616,4.007333,1.948036,0.555828,0.508235,0.508235,0.28634,0.890909,-7.229695,0.003212,0.011407,0.163794,0.336388, true
ea140, ea15,29,87,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.269038,4.007333,1.091984,1.153234,4.007333,2.109262,0.530932,0.508235,0.508235,0.284759,0.890909,-10.188565,0.004236,0.032073,0.199081,0.35498, true
ea140, ea16,6,68,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.51615,4.007333,1.169589,1.633868,4.007333,2.026112,0.597916,0.554315,0.554315,0.313798,0.927273,-10.353121,0.002931,0.008447,0.184679,0.363137, false
ea140, ea17,6,27,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.453761,4.007333,1.324737,1.543992,4.007333,2.286775,0.640863,0.625394,0.625394,0.316074,1,-12.590938,0.002553,0.008447,0.194035,0.363073, true
ea140, ea18,7,67,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.482554,4.007333,1.181965,1.581977,4.007333,2.058437,0.605762,0.554315,0.554315,0.307772,0.945455,-10.714366,0.003134,0.008447,0.200552,0.336038, true
ea140, ea19,17,47,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.363631,4.007333,1.214976,1.50445,4.007333,2.144516,0.581693,0.554315,0.554315,0.304237,1,-9.170577,0.003324,0.030011,0.322412,0.358382, true
ea140, ea2,17,2,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.301926,4.007333,1.342297,1.402142,4.007333,2.350709,0.62177,0.625394,0.625394,0.312933,1,-10.450111,0.002734,0.030011,0.235164,0.358782, true
ea140, ea20,16,5,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.375784,4.007333,1.121182,1.443699,4.007333,2.010563,0.576862,0.554315,0.554315,0.290301,0.890909,-8.751965,0.00364,0.030011,0.22206,0.337102, false
ea140, ea21,17,74,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.345982,4.007333,1.098219,1.404957,4.007333,2.012641,0.56109,0.508235,0.508235,0.289748,0.890909,-9.123845,0.003923,0.030011,0.231451,0.342612, true
ea140, ea22,33,4,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.563083,4.007333,1.318181,1.773815,4.007333,2.296354,0.614796,0.625394,0.625394,0.341503,1,-11.203117,0.002306,0.030011,0.332062,0.352164, true
ea140, ea23,33,3,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.563083,4.007333,1.318181,1.773815,4.007333,2.296354,0.614796,0.625394,0.625394,0.341503,1,-11.203117,0.002306,0.030011,0.332062,0.352164, false
ea140, ea24,39,60,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.170012,4.007333,1.096222,1.091449,4.007333,2.07029,0.542614,0.508235,0.508235,0.273689,1,-13.895083,0.003305,0.013336,0.267682,0.344691, false
ea140, ea25,46,58,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.439692,4.007333,1.268071,1.562471,4.007333,2.262858,0.582542,0.531523,0.531523,0.324402,1,-16.32586,0.002362,0.030011,0.486516,0.342491, false
ea140, ea26,49,52,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.405481,4.007333,1.240726,1.445313,4.007333,2.259742,0.570146,0.524209,0.524209,0.319137,1,-18.706457,0.002762,0.030011,0.629749,0.349709, false
ea140, ea27,41,100,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.290343,4.007333,1.158892,1.171429,4.007333,2.207234,0.558802,0.527909,0.527909,0.290845,0.963636,-7.05024,0.003222,0.007763,0.157869,0.370925, false
ea140, ea28,28,101,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.330999,4.007333,1.167889,1.48232,4.007333,2.051808,0.573915,0.61929,0.61929,0.291312,0.927273,-8.939968,0.004333,0.032073,0.238306,0.382157, false
ea140, ea29,30,79,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.296097,4.007333,1.110291,1.398916,4.007333,1.996524,0.517057,0.401623,0.401623,0.288899,0.890909,-7.322787,0.00449,0.032073,0.24246,0.372918, false
ea140, ea3,16,1,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.348267,4.007333,1.2851,1.449991,4.007333,2.247309,0.612451,0.61929,0.61929,0.313182,1,-9.854454,0.003077,0.030011,0.267658,0.3264, true
ea140, ea30,45,104,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.609815,4.007333,1.244802,1.650708,4.007333,2.261027,0.623528,0.625394,0.625394,0.326728,0.963636,-8.276715,0.002878,0.009086,0.247503,0.334302, false
ea140, ea31,45,95,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.219648,4.007333,1.067622,0.906793,4.007333,2.20005,0.4951,0.430159,0.430159,0.278315,0.927273,-14.416665,0.004906,0.032073,0.309086,0.340451, false
ea140, ea32,54,136,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.183255,4.007333,1.050949,0.827477,4.007333,2.190791,0.506415,0.436167,0.436167,0.265309,0.872727,-13.432969,0.005208,0.032073,0.296874,0.332292, false
ea140, ea33,35,56,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.727082,4.007333,1.284988,1.979476,4.007333,2.199805,0.609354,0.625394,0.625394,0.362072,1,-9.329363,0.001451,0.013488,0.214778,0.354164, false
ea140, ea34,37,89,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.495269,4.007333,1.14698,1.558008,4.007333,2.002684,0.466837,0.401623,0.401623,0.341806,0.909091,-8.498459,0.00241,0.017085,0.185585,0.38242, false
ea140, ea35,41,90,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.617125,4.007333,1.237424,1.70332,4.007333,2.290849,0.613423,0.625394,0.625394,0.333251,0.945455,-7.415657,0.002338,0.007288,0.140255,0.360077, false
ea140, ea36,33,103,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.218309,4.007333,1.223548,1.125264,4.007333,2.229557,0.599802,0.609252,0.609252,0.274437,0.945455,-10.777619,0.002947,0.007288,0.132604,0.386481, false
ea140, ea37,43,123,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.713655,4.007333,1.230094,1.898077,4.007333,2.277753,0.669838,0.625394,0.625394,0.307639,0.890909,-5.83713,0.002404,0.009086,0.120202,0.353837, false
ea140, ea38,41,122,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.862352,4.007333,1.220369,2.142231,4.007333,2.237924,0.705077,0.625394,0.625394,0.308283,0.836364,-4.861659,0.002208,0.009086,0.110379,0.362348, false
ea140, ea39,41,121,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.980125,4.007333,1.192356,2.347255,4.007333,2.189999,0.725366,1,1,0.310672,0.836364,-4.387758,0.001814,0.009086,0.087086,0.377957, false
ea140, ea4,38,108,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.234431,4.007333,1.227763,1.160215,4.007333,2.29759,0.614545,0.625394,0.625394,0.277789,0.909091,-12.387139,0.003925,0.032073,0.188406,0.37788, true
ea140, ea40,41,110,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.83952,4.007333,1.220084,2.134348,4.007333,2.238008,0.678086,0.625394,0.625394,0.324707,0.963636,-5.596874,0.002011,0.007288,0.106564,0.383642, false
ea140, ea41,31,102,3.164331,4.934474,1.583275,2.945094,4.934474,1.780434,0.74666,0.743551,0.743551,0.246545,0.964029,-13.909261,0.00486,0.032245,1.229552,0.442052,2.382877,4.007333,0.990399,1.588951,4.007333,1.877907,0.452166,0.386747,0.386747,0.286702,0.818182,-7.258429,0.003842,0.009086,0.215176,0.359511, false
