Set1,Set2,Score,IsLinkValid
smos57,justify,0.11662749477587313,true
smos53,role,0.11649701722044405,false
smos17,manageraddress,0.11480431693194953,true
smos60,delay,0.11459092952735628,true
smos33,deletemanagerexception,0.11380806145350084,false
smos33,deleteadministratorexception,0.11306044940242468,false
smos18,manageraddress,0.11243518673244789,true
smos52,entitynotfoundexception,0.11240235881813014,false
smos30,delay,0.1113589311743019,true
smos65,note,0.1096121794239001,true
smos22,managerteaching,0.10875451359955442,true
smos42,deletemanagerexception,0.10819698996252747,false
smos26,managerteaching,0.10799073572327583,true
smos42,deleteadministratorexception,0.10748623738003843,false
smos67,userlistitem,0.10654107072149961,true
smos26,deletemanagerexception,0.10642663064167894,false
smos44,managerregister,0.10615720366809675,true
smos56,teaching,0.10600193918262095,false
smos6,loginexception,0.10580183326142775,false
smos21,classroom,0.10577742756053621,true
smos26,deleteadministratorexception,0.10572750765683084,false
smos24,managerteaching,0.10562992579446892,true
smos23,managerteaching,0.10405754561773017,true
smos6,userlistitem,0.10301714071471879,true
smos21,manageraddress,0.10291287538080479,true
smos57,registerline,0.10196653975266176,true
smos28,note,0.10163101054856825,true
smos65,justify,0.1008769176203173,true
smos56,servletreportteachings,0.10073230187462444,false
smos41,servletshownotelist,0.10071729155057248,false
smos44,servletcomputatestatistics,0.1001289046471356,true
smos63,absence,0.09894462106354089,true
smos61,justify,0.09772891601460919,true
smos7,servletinsertuser,0.09757467152931842,true
smos25,managerteaching,0.0969552623056246,true
smos1,servletinsertuser,0.09689998578455657,false
smos29,registerline,0.09688720064304653,true
smos40,absence,0.0964355446932923,true
smos15,address,0.09600841660351914,true
smos13,justify,0.09538172192017658,false
smos52,duplicatedentityexception,0.0953352696544617,false
smos27,justify,0.0943221022730636,true
smos57,classroom,0.094093258914382,false
smos30,registerline,0.09407981783697208,true
smos1,servletlogin,0.09357989469719784,true
smos52,mandatoryfieldexception,0.09251718488866267,false
smos7,loginexception,0.09235100079199278,false
smos65,registerline,0.09231582398998225,true
smos64,justify,0.09231394715111574,true
smos47,votes,0.09218291393925647,true
smos4,dbconnection,0.09034306268298979,false
smos6,servletupdateuser,0.09021269545464321,true
smos37,userlistitem,0.09001306933919644,false
smos42,absence,0.08911190982217337,true
smos65,delay,0.08879714955882999,true
smos65,absence,0.08805922250032414,true
smos11,servletreportteachings,0.08773915498910173,true
smos57,servletshownotedetails,0.08752808049683072,false
smos58,classroom,0.08671781359818383,false
smos18,servletinsertaddress,0.08666373114809983,true
smos28,registerline,0.0862813666616319,true
smos13,servletloadclassbyaccademicyear,0.08557600354849598,false
smos61,note,0.0849306355283175,true
smos33,registerline,0.08447738080269691,true
smos60,managerregister,0.08371489211017664,true
smos4,servletlogin,0.08367623588096328,true
smos6,classroom,0.08358710077413857,false
smos4,servletinsertuser,0.08305487223674789,false
smos53,classroom,0.08211769938977213,false
smos29,userlistitem,0.08190318660575317,false
smos49,servletlogin,0.08055306560575336,false
smos39,testregister,0.0801897002920217,false
smos44,servletdeletenote,0.07974672037927182,true
smos14,justify,0.07924972204747735,false
smos60,servletcomputatestatistics,0.07889389814808838,false
smos60,servletassignparentstudent,0.0783907873493459,false
smos43,deletemanagerexception,0.07805934037727574,false
smos43,deleteadministratorexception,0.07754656384088822,false
smos35,registerline,0.07710365961051699,true
smos57,managerregister,0.07685768315713111,true
smos37,testregister,0.0760632824072048,false
smos11,servletaddremoveteachingsasaddress,0.07605724828243562,false
smos13,absence,0.07576000622369937,false
smos6,servletlogin,0.07559868835991508,false
smos29,justify,0.07502411523872397,true
smos32,registerline,0.07496917600587463,true
smos27,absence,0.07491836917370756,true
smos63,managerregister,0.07485018931393177,true
smos63,servletcomputatestatistics,0.07468883000098989,false
smos14,note,0.07448464884630858,false
smos15,justify,0.07412283104985827,false
smos7,servletupdateuser,0.07404571222589888,true
smos60,servletdeletereport,0.07386378929691519,false
smos66,classroom,0.07386102358311548,false
smos64,absence,0.0733233272571416,true
smos7,servletlogin,0.07331483096574105,false
smos20,servletinsertaddress,0.073148565369692,true
smos23,note,0.07241447182233705,false
smos11,managerteaching,0.07204239787172506,false
smos28,connectionexception,0.07203340210889969,false
smos44,registerline,0.07194934242153411,true
smos29,managerregister,0.07190177391399055,true
smos44,servletshownotelist,0.07183920035712325,false
smos57,servletinsertnewnote,0.0716227614167784,false
smos15,absence,0.07136406478338618,false
smos23,classroom,0.0712537471180756,true
smos14,address,0.07107487343076732,true
smos35,testregister,0.07075692411340057,false
smos28,servletshownotedetails,0.06927679956464057,true
smos15,loginexception,0.06890817302054873,false
smos17,servletinsertaddress,0.0684590149698826,true
smos19,servletinsertaddress,0.06844957501603283,true
smos56,role,0.06815371206546568,false
smos6,servletalterpersonaldate,0.06716594124239442,false
smos60,servletupdateregister,0.06709983835012795,false
smos30,deleteadministratorexception,0.06708351604806131,false
smos2,servletalterpersonaldate,0.06695183582378565,true
smos27,servletloadclassbyaccademicyear,0.06666348851451179,false
smos43,testregister,0.06649185962215204,false
smos28,delay,0.06643824805765292,true
smos61,servletshownotedetails,0.06629723462753986,false
smos31,justify,0.06613159027243831,true
smos3,loginexception,0.06597966290009266,false
smos64,servletloadclassbyaccademicyear,0.06590209503866996,false
smos65,servletshownotedetails,0.06520103605286988,false
smos15,teaching,0.06511361761669968,true
smos2,deletemanagerexception,0.06502460969213145,false
smos54,userlistitem,0.06480043243781342,false
smos2,deleteadministratorexception,0.06459745909136119,false
smos53,entitynotfoundexception,0.06458533670512259,false
smos65,classroom,0.06416930447479044,false
smos4,servletalterpersonaldate,0.06394099993258276,true
smos31,managerregister,0.06393601541227632,true
smos63,registerline,0.06387440994180855,true
smos31,userlistitem,0.06385418358523293,false
smos57,delay,0.0636782738495304,true
smos46,classroom,0.06341552657639965,false
smos21,managerteaching,0.06341397032822356,true
smos60,servletremovestudentclassroom,0.06299749929363065,false
smos14,absence,0.0629466454858924,false
smos6,deletemanagerexception,0.06283293814245522,false
smos6,deleteadministratorexception,0.06242018476488349,false
smos53,deletemanagerexception,0.062154166194255796,false
smos35,loginexception,0.06213687060723493,false
smos53,deleteadministratorexception,0.06174587171073714,false
smos13,servletreportteachings,0.06147341250405766,true
smos57,teaching,0.0612911573639498,false
smos29,delay,0.06102957518303868,true
smos64,role,0.06097143885667183,false
smos21,servletaddremoveteachingsasaddress,0.06085088071206365,true
smos3,servletinsertuser,0.06084611001832998,false
smos44,justify,0.06054066365369345,true
smos67,registerline,0.06042397036075815,false
smos1,servletupdateuser,0.060318701714650085,false
smos14,servletloadclassbyaccademicyear,0.06016054575568808,false
smos30,managerregister,0.060101240498577846,true
smos3,servletlogin,0.060028761238377325,true
smos56,servletloadclassbyaccademicyear,0.0598601038760828,false
smos11,role,0.05973264913299101,true
smos58,servletreportteachings,0.05937515071551941,false
smos27,registerline,0.05870366560235915,true
smos31,registerline,0.058345754213494756,true
smos13,delay,0.057807056292166765,false
smos29,deleteadministratorexception,0.05761849430220628,false
smos41,testregister,0.05722639537365852,false
smos27,delay,0.057164863098797834,true
smos28,servletinsertnewnote,0.05702825198063566,true
smos63,servletdeletenote,0.05682699696480117,false
smos61,servletinsertnewnote,0.056610436978248704,false
smos15,user,0.05634716984240254,false
smos14,managerclassroom,0.056259198224801396,true
smos34,registerline,0.05595341314670351,true
smos64,delay,0.05594780039704673,true
smos63,role,0.05568691205468925,false
smos14,servletinsertuser,0.055458675106060805,false
smos25,note,0.05514640169101152,false
smos45,classroom,0.05506414561757136,false
smos67,loginexception,0.05487320048353225,false
smos60,servletshownotelist,0.054821868324024366,false
smos40,servletupdatejustify,0.05456645259474607,true
smos61,delay,0.05453994701206901,true
smos29,mailutility,0.054340784086228035,false
smos23,servletaddremoveteachingsasaddress,0.054334104166463656,true
smos28,mandatoryfieldexception,0.054104881983473616,false
smos8,servletalterpersonaldate,0.054048108873922245,false
smos12,registerline,0.05400363330386111,false
smos63,servletshownotelist,0.05372047058259172,false
smos65,servletinsertnewnote,0.053678473537495365,false
smos21,servletinsertaddress,0.053491364225051664,true
smos23,servletreportteachings,0.053428346641151696,false
smos38,servletupdatejustify,0.05336503848614216,true
smos36,servletupdatejustify,0.05336140897282488,true
smos1,servletalterpersonaldate,0.0532945887429994,true
smos6,note,0.05320063144260499,false
smos27,note,0.052918688065841823,true
smos11,classroom,0.05278546693635043,false
smos25,servletaddremoveteachingsasaddress,0.052730824689905885,true
smos29,servletupdateregister,0.05251337407639643,true
smos27,servletshowclassroombyacademicyear,0.05240819601370559,false
smos23,servletinsertteaching,0.05236408823563729,true
smos12,servletassignrole,0.0522075464846056,true
smos15,servletlogin,0.052174233786258094,false
smos11,note,0.05215383191517261,false
smos22,servletaddremoveteachingsasaddress,0.05205743255906598,true
smos25,servletreportteachings,0.05188582561518438,false
smos4,servletupdateuser,0.05185016845985517,false
smos65,managerregister,0.051754508529260654,true
smos42,servletupdatejustify,0.051676606507730496,true
smos64,registerline,0.051467795798582704,true
smos16,report,0.051454020695826545,false
smos13,servletassignstudentclassroom,0.05138616161159048,true
smos60,servletshowuserroleform,0.05092391892133913,false
smos56,justify,0.05081013231641865,true
smos58,servletupdateregister,0.050711951538875186,false
smos59,registerline,0.05067670901738966,false
smos15,managerclassroom,0.050515179084785485,true
smos54,justify,0.050444346945155136,true
smos24,servletaddremoveteachingsasaddress,0.05031959563460888,true
smos61,managerregister,0.05026524414597167,true
smos64,note,0.04975221410112985,true
smos65,connectionexception,0.04971572793412987,false
smos28,managerregister,0.04965344106863832,true
smos28,justify,0.049559731664533736,true
smos26,servletaddremoveteachingsasaddress,0.04927622289556225,true
smos53,duplicatedentityexception,0.049263549430135674,false
smos23,servletinsertuser,0.04922253596919083,false
smos54,registerline,0.04917607407395738,true
smos14,deletemanagerexception,0.04911384519366928,false
smos30,note,0.049064950547225525,true
smos28,defaultexception,0.04889876510887231,false
smos14,deleteadministratorexception,0.04879121336888876,false
smos6,connectionpooldatasource,0.04868074133477742,false
smos30,servletupdateregister,0.04861474772022425,true
smos1,dbconnection,0.048411382243865826,false
smos36,servletinsertjustify,0.04829372290450711,true
smos20,defaultexception,0.048284390380105055,false
smos56,managerteaching,0.048278591649531445,false
smos14,teaching,0.04820350438480906,true
smos53,connectionexception,0.04810591531493481,false
smos27,servletreportteachings,0.048105790468738016,false
smos55,registerline,0.04805961090218101,true
smos14,delay,0.04803009477403876,false
smos30,justify,0.0479443784813046,true
smos60,servletdeletenote,0.047912772448319166,false
smos56,servletaddremoveteachingsasaddress,0.04786668123666245,false
smos58,servletloadclassbyaccademicyear,0.04769700000427607,false
smos12,defaultexception,0.047378961362432276,false
smos11,servletassignrole,0.04731179945835298,true
smos6,controlconnection,0.04721403997046991,false
smos15,userlistitem,0.0471025159145374,false
smos25,servletinsertteaching,0.047058361908422004,true
smos6,utility,0.04704280728102101,false
smos60,classroom,0.04698308197438781,false
smos7,mailutility,0.04670887970022507,false
smos29,note,0.04660255383529377,true
smos12,deletemanagerexception,0.04644013131584202,false
smos55,servletlogin,0.046162263088280635,false
smos12,deleteadministratorexception,0.04613506327951959,false
smos54,classroom,0.04598266352638043,false
smos63,servletassignparentstudent,0.04597633170275824,false
smos64,servletshowclassroombyacademicyear,0.04597160971422604,false
smos14,servletalterpersonaldate,0.045840882933055445,false
smos18,servletaddressteachings,0.04580799849273208,true
smos65,role,0.04579160896441613,false
smos32,managerregister,0.04563673576505845,true
smos22,servletreportteachings,0.045486456722377853,false
smos59,servletdeletereport,0.04544777383051465,true
smos6,mandatoryfieldexception,0.04540904734224246,false
smos56,deletemanagerexception,0.04537255667574673,false
smos35,servletdeletereport,0.045349952499735176,false
smos38,servletinsertjustify,0.045178383529251985,true
smos56,deleteadministratorexception,0.04507450160191716,false
smos57,defaultexception,0.04501970404941759,false
smos67,servletinsertuser,0.044893407047955226,true
smos13,note,0.04484458330229652,false
smos35,defaultexception,0.04481840290245163,false
smos67,servletshowuserclassroomform,0.04473500722561333,false
smos25,servletalterpersonaldate,0.044700199528897866,false
smos64,servletreportteachings,0.044595689494029325,false
smos20,connectionexception,0.04443139732027993,false
smos14,servletreportteachings,0.04441103472991026,false
smos14,servletinsertclassroom,0.0443890070676865,true
smos55,classroom,0.0443775291621657,false
smos18,servletinsertuser,0.04423621292915344,false
smos13,votes,0.044181110099357955,false
smos37,mailutility,0.04413991914400592,false
smos31,mailutility,0.0441368658224433,false
smos15,servletinsertuser,0.043974595802388494,false
smos36,managerregister,0.04364969540061328,true
smos11,servletremoveteachingasteacher,0.043634145365605434,true
smos12,connectionexception,0.043627891370648215,false
smos28,classroom,0.04360283064019793,false
smos3,user,0.04355500297289782,true
smos24,loginexception,0.04328613875589564,false
smos25,servletupdateteaching,0.04320097796649467,true
smos40,servletinsertjustify,0.042968629917170965,true
smos22,votes,0.042798873334511704,false
smos14,loginexception,0.04266110189104107,false
smos54,mailutility,0.04246294528486333,false
smos7,teaching,0.0424589940189498,false
smos14,servletinsertaddress,0.04240588680585111,true
smos30,connectionexception,0.04239135918025768,false
smos56,servletshowteacherteachingformbyclass,0.04238122825268726,false
smos34,managerregister,0.042364313011391895,true
smos59,servletloadreport,0.04233436676857465,true
smos20,entitynotfoundexception,0.04219014320950104,false
smos46,absence,0.042107901905056276,false
smos13,managerclassroom,0.04209854897077435,false
smos63,report,0.04208691328841116,false
smos27,deletemanagerexception,0.04204612042278473,false
smos39,defaultexception,0.04203031204406409,false
smos24,servletreportteachings,0.041963017347945636,false
smos29,utility,0.04182431551842376,false
smos23,servletupdateteaching,0.04181261944738984,true
smos18,managerclassroom,0.04180146424122676,true
smos27,deleteadministratorexception,0.04176991691024255,false
smos14,servletshowclassroombyacademicyear,0.04176968527240612,false
smos15,delay,0.041746245254690575,false
smos23,votes,0.04173765315115891,false
smos30,utility,0.04165538696909267,false
smos24,servletlogin,0.0416509207899633,false
smos13,deletemanagerexception,0.04160941247504165,false
smos28,duplicatedentityexception,0.041582274979006704,false
smos53,defaultexception,0.04156734740308717,false
smos12,entitynotfoundexception,0.04155979990238221,false
smos18,servletshowaddresslist,0.04148530932633436,true
smos63,servletupdateregister,0.041466642821719815,false
smos12,loginexception,0.04143784023300413,false
smos24,votes,0.041415330077704114,false
smos13,deleteadministratorexception,0.04133607772346741,false
smos14,duplicatedentityexception,0.04128509705077565,false
smos37,user,0.04128376972460382,false
smos28,deletemanagerexception,0.04127378579988429,false
smos9,report,0.041240375399673686,false
smos59,servletassignparentstudent,0.041185258947914846,false
smos35,servletassignparentstudent,0.0410744049837134,false
smos28,deleteadministratorexception,0.041002655800274054,false
smos8,utility,0.04094397871955768,false
smos13,servletshowclassroombyacademicyear,0.04093367643769384,false
smos63,justify,0.040883216981581066,true
smos6,dbconnection,0.04084289060376774,false
smos57,connectionexception,0.04078195362067451,false
smos23,servletshowteacherteachingformbyclass,0.040780698330973406,false
smos42,servletinsertjustify,0.04069312389385474,true
smos26,votes,0.040578699112277926,false
smos23,servletalterpersonaldate,0.04056648193019455,false
smos25,votes,0.04052376131201617,false
smos28,entitynotfoundexception,0.04041928700668762,false
smos57,servletcomputatestatistics,0.040321478194494526,false
smos8,justify,0.04031494439626649,false
smos20,managerclassroom,0.040308295471614075,true
smos18,note,0.040259888482563275,false
smos20,servletaddressteachings,0.040195656631693256,true
smos12,duplicatedentityexception,0.0401884944327659,false
smos14,controlconnection,0.04017503499460547,false
smos44,servletassignparentstudent,0.04014397668325861,false
smos57,servletreportteachings,0.040091278722107486,false
smos11,servletaddteachingasteacher,0.04008118461938162,true
smos54,deletemanagerexception,0.04007958936544444,false
smos14,mandatoryfieldexception,0.04006472075693381,false
smos54,managerregister,0.039940815397238656,true
smos44,servletdeletereport,0.03990989446573577,false
smos55,deletemanagerexception,0.03987152783525058,false
smos61,registerline,0.03986787817853995,true
smos54,deleteadministratorexception,0.03981630411456586,false
smos27,defaultexception,0.039797085674126764,false
smos18,servletdeleteaddress,0.039770769841085137,true
smos14,servletupdateuser,0.039665750169578476,false
smos56,note,0.03961244014941122,true
smos55,deleteadministratorexception,0.03960960935316986,false
smos48,deletemanagerexception,0.039595617679436465,false
smos54,servletlogin,0.03956184886668164,false
smos3,servletupdateuser,0.039542210166108885,false
smos6,servletassignrole,0.039447147335608425,true
smos46,justify,0.03934464273687645,false
smos48,deleteadministratorexception,0.03933551166788609,false
smos20,loginexception,0.03931459701940251,false
smos25,servletaddressteachings,0.0392899745051376,true
smos23,servletaddressteachings,0.03915589597816463,true
smos46,servletupdatereport,0.03901291251246632,true
smos12,mandatoryfieldexception,0.03900053341548592,false
smos67,servletshowuserteachingformbycourse,0.038895645457326364,false
smos22,note,0.03888379886165865,false
smos56,absence,0.038844318371819626,true
smos23,servletdeleteteaching,0.03882510212332276,true
smos30,managerclassroom,0.03878721037624667,false
smos57,servletupdateregister,0.038768115046597815,false
smos35,connectionexception,0.0386686112438804,false
smos58,deletemanagerexception,0.03858945508312779,false
smos14,connectionpooldatasource,0.03854060773903777,false
smos9,servletdeleteuser,0.038340682153913404,true
smos58,deleteadministratorexception,0.03833595861463382,false
smos20,mailutility,0.03832500859805112,false
smos57,role,0.03831996108042417,false
smos27,votes,0.038313976682616435,false
smos14,servletshowteacherteachingformbyclass,0.03829363827461348,false
smos15,servletloadclassbyaccademicyear,0.038258842993913356,false
smos26,servletreportteachings,0.038194716360165,false
smos60,utility,0.03811915167939187,false
smos39,connectionexception,0.038103416462876016,false
smos16,managerclassroom,0.03808234862268551,true
smos20,duplicatedentityexception,0.03803704597696315,false
smos64,votes,0.03803066425352837,true
smos25,servletshowteacherteachingformbyclass,0.03794393602942463,false
smos58,role,0.03788715248956025,false
smos20,permissionexception,0.03786964864867258,false
smos24,servletinsertuser,0.037832552287800275,false
smos14,servletupdateregister,0.037830854025502625,false
smos43,loginexception,0.03776199198350493,false
smos25,servletdeleteteaching,0.03771210076088249,true
smos25,servletshowteachinglist,0.037651685773478515,false
smos24,note,0.037595529094977535,false
smos66,role,0.03757840225118081,false
smos28,loginexception,0.03754087688298635,false
smos23,servletshowteachinglist,0.03752322677030986,false
smos44,connectionexception,0.03737638021921803,false
smos34,loginexception,0.03734559216346145,false
smos30,absence,0.03721579951552874,true
smos64,deletemanagerexception,0.03711208050388832,false
smos56,votes,0.03704203413296515,true
smos63,servletdeletereport,0.03698355251496672,false
smos26,servletdeleteteaching,0.03698345302296362,true
smos20,servletdeleteaddress,0.03697296413313249,true
smos18,servletshowaddressdetails,0.0369486593479216,true
smos31,deletemanagerexception,0.036941313162105506,false
smos20,mandatoryfieldexception,0.03691268119368633,false
smos44,delay,0.03687182702732766,true
smos64,deleteadministratorexception,0.03686828899851635,false
smos26,note,0.0368207771274581,false
smos30,servletassignrole,0.03681683713980741,false
smos60,servletshowjustifylist,0.03680575219905014,false
smos11,deletemanagerexception,0.03672620301779189,false
smos46,managervotes,0.036699066493984384,true
smos31,deleteadministratorexception,0.03669864343774813,false
smos46,servletloadreport,0.03659956599551559,true
smos58,justify,0.036588416220377146,false
smos18,servletalterpersonaldate,0.0365646502446905,false
smos11,deleteadministratorexception,0.03648494636500558,false
smos54,servletupdateregister,0.03636924650018393,true
smos10,servletshowuserroleform,0.03634301789991241,true
smos21,servletaddressteachings,0.036197543230046966,true
smos53,servletlogin,0.03615434813089962,false
smos46,duplicatedentityexception,0.03610407791233949,false
smos14,servletassignrole,0.03597791673406862,false
smos14,servletassignstudentclassroom,0.03595393778115834,false
smos62,servletloadreport,0.03589195511596241,true
smos8,note,0.03588174220929497,false
smos60,role,0.03586277020590584,false
smos60,testregister,0.035855166764717734,false
smos35,entitynotfoundexception,0.03585044296044825,false
smos57,entitynotfoundexception,0.03584044808514342,false
smos27,servletassignstudentclassroom,0.035748104584346435,false
smos4,utility,0.03569181391055553,false
smos25,servletshowteachingdetails,0.03568997496228616,true
smos33,managerregister,0.035610176451195207,true
smos36,mandatoryfieldexception,0.035536721221990634,false
smos52,teaching,0.03550224387325479,false
smos65,mandatoryfieldexception,0.03547406761989999,false
smos23,servletupdateuser,0.03543817975650119,false
smos45,servletloadreport,0.03525268330616743,true
smos57,servletdeletenote,0.03521671612258169,false
smos17,servletassignrole,0.035165510702579526,false
smos57,managerclassroom,0.03510345589101845,false
smos32,connectionexception,0.03507361895065228,false
smos6,servletdeleteuser,0.03505085202851943,true
smos29,connectionexception,0.035015204398636715,false
smos44,servletupdateregister,0.03499539740391714,true
smos8,servletdeleteuser,0.034940250519671194,true
smos19,servletlogin,0.034933735935336656,false
smos64,defaultexception,0.03489165894220314,false
smos55,managerregister,0.034840999532658956,true
smos11,votes,0.03457798440104707,false
smos29,managerclassroom,0.03452485760426704,false
smos27,connectionexception,0.0344864196686087,false
smos37,registerline,0.03443529474948942,true
smos32,servletupdateregister,0.03434837220970698,true
smos14,servletdeleteuser,0.03428172390894046,false
smos14,managerregister,0.03428043822465637,false
smos46,loginexception,0.034126245542644956,false
smos14,defaultexception,0.034110208653064245,false
smos34,servletupdatejustify,0.03408210517212031,true
smos65,servletupdateregister,0.03403773605033589,false
smos38,managerregister,0.034020522612102665,true
smos20,servletshowaddresslist,0.03395887204696064,true
smos63,servletremovestudentclassroom,0.03389277913301715,false
smos13,servletshowteacherteachingformbyclass,0.033891413938663247,true
smos44,testregister,0.033812630313000976,false
smos29,servletinsertuser,0.03380856236900495,false
smos67,dbconnection,0.03374274808432754,false
smos64,servletassignstudentclassroom,0.03372380493211379,false
smos19,loginexception,0.033712358369530494,false
smos39,entitynotfoundexception,0.03362023648689937,false
smos2,connectionexception,0.03353639562359744,false
smos29,duplicatedentityexception,0.03350581814928603,false
smos29,servletassignrole,0.03349569724229038,false
smos57,loginexception,0.033437891829544805,false
smos56,servletaddteachingasteacher,0.03343670383762972,false
smos23,servletloadteachinglist,0.03333092543729629,false
smos38,deletemanagerexception,0.033260848661814314,false
smos14,utility,0.03324876941909654,false
smos44,servletremovestudentclassroom,0.0332366421011625,false
smos59,servletremovestudentclassroom,0.033098887170654644,false
smos4,servletinitialize,0.03308997298487559,false
smos23,servletshowteachingdetails,0.03304513546538004,true
smos38,deleteadministratorexception,0.03304235613175087,false
smos31,servletupdateregister,0.03302783612555552,true
smos35,servletremovestudentclassroom,0.03302417490127608,false
smos26,report,0.03299337839286762,false
smos30,loginexception,0.0329819239622224,false
smos60,managerclassroom,0.03292052430260506,false
smos34,servletinsertjustify,0.032881569709271856,true
smos56,servletremoveteachingasteacher,0.03286054316325161,false
smos8,servletshowregister,0.03285841663606539,false
smos58,votes,0.03277401528405931,true
smos56,duplicatedentityexception,0.03276663363580092,false
